brand_name,generic_name,num_mfr,spend_2019,claims_2019,benes_2019,unit_cost_2019,spend_2020,claims_2020,benes_2020,unit_cost_2020,spend_2021,claims_2021,benes_2021,unit_cost_2021,spend_2022,claims_2022,benes_2022,unit_cost_2022,spend_2023,claims_2023,benes_2023,unit_cost_2023,growth_rate
Novolin 70-30 Flexpen,Insulin NPh Hum/Reg Insulin Hm,2,9579796.0,28269.0,9377.0,14.152007315,25315681.4,68714.0,18500.0,14.943509301,42821986.66,100224.0,25640.0,16.04666605,56375638.48,115817.0,28805.0,17.586594755,66661197.37,131804,32324.0,18.004592178,0.0620410687
Novolin N,Insulin NPh Human Isophane,2,78259187.67,294864.0,66295.0,10.354198523,70350614.96,250774.0,57271.0,10.467291218,63435397.5,201376.0,47228.0,10.91918844,59244051.21,149487.0,37289.0,13.004276699,53437662.13,127575,31731.0,13.417773852,0.0669424512
Novolin N Flexpen,Insulin NPh Human Isophane,2,,,,,4124196.64,14750.0,6353.0,14.239504126,11970086.91,38066.0,12400.0,15.026405284,17833319.11,47709.0,15012.0,16.960151833,21350139.11,55637,16998.0,17.439911081,0.0699162907
Novolin R,"Insulin Regular, Human",2,60932889.47,293483.0,74788.0,11.82312482,54534740.64,245911.0,63907.0,11.857954958,48224401.85,198453.0,52281.0,12.156412593,42548489.95,149060.0,41216.0,13.572944166,37170815.46,122455,34189.0,13.796641148,0.0393462979
Novolin R Flexpen,"Insulin Regular, Human",2,,,,,2177688.94,9008.0,4404.0,14.457703673,8486096.13,30418.0,10810.0,16.601303033,13242474.48,46119.0,15304.0,17.914220575,17195349.5,61212,18020.0,18.181445612,0.079384964
Novolog,Insulin Aspart,2,658501235.58,1055498.0,236250.0,29.358994723,586977753.07,841908.0,199643.0,29.435796209,546397744.31,717268.0,174270.0,29.64532658,522823748.62,633852.0,155064.0,29.987474608,518394273.45,585589,148967.0,30.156339569,0.0067215401
Novolog Flexpen,Insulin Aspart,2,1843976249.2,2453993.0,602071.0,37.509237444,1844084367.7,2265569.0,585300.0,37.963806385,1817675038.9,2114717.0,566994.0,38.291723012,1839750388.5,2088291.0,567315.0,38.560700945,1875605626.8,2118734,588526.0,38.823120273,0.0086443278
Novolog Mix 70-30,Insulin Aspart Prot/Insuln Asp,2,133670582.96,153971.0,30406.0,30.427649902,112025124.49,120938.0,24734.0,30.700040858,91396259.9,92866.0,19803.0,30.936429271,77996677.82,76650.0,16658.0,31.048528989,66766545.68,63565,14231.0,31.287553773,0.0069914882
Novolog Mix 70-30 Flexpen,Insulin Aspart Prot/Insuln Asp,2,457454253.88,427135.0,86519.0,37.47317667,421364939.06,373649.0,78223.0,37.827719905,386853952.4,328688.0,71514.0,38.047138742,357828485.19,297367.0,65912.0,38.32103739,335124165.84,272276,62157.0,38.701690099,0.0080970761
Novolog Penfill,Insulin Aspart,1,6959634.01,8971.0,3569.0,35.597694263,8204521.88,9823.0,3698.0,36.068588737,9825961.38,10969.0,4350.0,36.687443779,11977767.28,12342.0,4754.0,37.248470849,13098433.56,12995,5070.0,37.621339193,0.0139186127
Novopen Echo,Insulin Admin. Supplies,1,22689.78,371.0,320.0,56.302183623,24101.45,370.0,293.0,55.919837587,33996.54,537.0,434.0,56.755492487,32279.92,516.0,429.0,57.953177738,32520.28,512,417.0,57.558017699,0.0055302664
Novotwist,"Pen Needle, Diabetic",1,2691152.59,39298.0,14457.0,0.5137807395,2526638.06,34711.0,12299.0,0.5329975397,2362579.07,30102.0,11063.0,0.5638318833,1075437.61,13689.0,7769.0,0.5886200151,73327.41,1069,759.0,0.606722004,0.0424445942
Noxafil*,Posaconazole,1,78575527.44,13296.0,3569.0,64.098684656,15485826.93,2642.0,734.0,45.633321546,7985673.97,1417.0,417.0,32.228925177,5375749.33,1018.0,321.0,25.073269172,2509594.79,429,167.0,35.637092948,-0.136498119
Nubeqa,Darolutamide,1,8030523.42,698.0,312.0,98.098304708,99928016.37,8593.0,1651.0,99.07458787,223521255.88,18663.0,2996.0,103.4445643,322342011.26,26002.0,4434.0,107.24910521,576350298.79,43925,7174.0,113.37936809,0.0368552536
Nucala,Mepolizumab,1,48865678.96,14193.0,2326.0,3036.0800702,86623798.59,24392.0,3634.0,3139.2394022,132108366.77,34815.0,4755.0,3272.5527281,193350670.97,47988.0,6361.0,3465.9621601,260986344.47,59055,7618.0,3769.297265,0.0555694004
Nucynta,Tapentadol HCl,1,15870941.33,23369.0,16217.0,7.6733151199,50695014.74,70500.0,13393.0,8.4061953648,53796706.38,68010.0,12370.0,9.3309224926,57046571.42,61926.0,10999.0,10.859052802,58810956.93,58074,10048.0,11.924470332,0.116513596
Nucynta ER,Tapentadol HCl,1,12911105.99,19495.0,14948.0,11.652338353,65282808.23,79340.0,12687.0,14.577732196,63697831.11,69759.0,10299.0,16.241336063,66832482.66,62768.0,8728.0,18.854685912,53178879.31,45262,6559.0,20.742685264,0.1550824163
Nuedexta,Dextromethorphan HBr/Quinidine,1,234648215.5,317293.0,31088.0,19.929067196,212633558.82,249893.0,24724.0,21.653475727,187531133.19,194572.0,20031.0,23.29095074,183244625.31,179513.0,18468.0,25.000644689,180648014.55,165949,17107.0,26.667580133,0.0755340381
Nulojix,Belatacept,1,4643334.45,2090.0,238.0,888.67644976,6112482.66,2696.0,319.0,949.86009007,6413170.12,3001.0,324.0,938.00937838,5809349.16,2664.0,295.0,796.24846284,5270868.19,2349,269.0,991.09071405,0.0276433919
Nulytely,Sodium Chloride/NaHCO3/KCl/PEG,1,,,,,47995.59,2249.0,2208.0,0.0051251057,145942.79,7139.0,6889.0,0.0049027544,69424.63,3330.0,3236.0,0.005006556,2220.14,102,102.0,0.0052860476,0.010359853
Nuplazid,Pimavanserin Tartrate,1,311931513.66,113550.0,13975.0,106.37511713,416044321.57,127333.0,15798.0,120.54479924,470863042.41,130104.0,15814.0,131.88477687,528932688.86,131296.0,15554.0,148.93454347,595675169.97,136242,15984.0,161.85624276,0.1106375455
Nurtec ODT,Rimegepant Sulfate,1,,,,,18933231.93,19444.0,8957.0,109.01027694,118402787.48,104314.0,32315.0,115.56022922,276493155.34,207402.0,56513.0,120.18048267,478240311.94,329578,83811.0,125.61437781,0.0483926547
Nutrilipid,Fat Emulsions,1,8937.36,56.0,19.0,0.0959972571,2082.22,35.0,13.0,0.0460476209,4591.8,62.0,,0.0530700611,4964.99,37.0,,0.0887508714,3236.54,57,,0.0906568443,-0.014207651
Nutropin Aq Nuspin,Somatropin,1,7399914.91,2171.0,360.0,605.02704361,7670919.81,2222.0,339.0,616.03163877,5129401.17,1496.0,240.0,625.82851313,4648207.69,1248.0,205.0,631.50760165,5651874.0,1777,346.0,606.20661048,0.0004870466
Nuvaring,Etonogestrel/Ethinyl Estradiol,1,,,2877.0,,,,605.0,,58778.82,175.0,242.0,162.37243094,233114.54,665.0,199.0,162.44915679,196549.93,544,164.0,164.75266555,0.0073028867
Nuvessa,Metronidazole,1,54329.58,266.0,217.0,37.860334495,58172.97,243.0,203.0,38.02154902,62698.21,251.0,214.0,38.583513846,73522.23,289.0,233.0,38.695910526,109954.49,422,336.0,40.424444853,0.0165176048
Nuvigil,Armodafinil,1,7049886.14,6756.0,1105.0,25.921206744,5887531.17,5188.0,810.0,27.368875794,4764571.8,3900.0,624.0,30.365572025,4663639.01,3482.0,579.0,33.917935357,3760950.89,2690,448.0,33.752318367,0.0682234271
Nuzyra*,Omadacycline Tosylate,1,2856598.83,375.0,175.0,184.26646949,11447781.36,1368.0,547.0,198.35716475,23584012.66,2629.0,1176.0,223.04949173,44132806.21,4666.0,2149.0,231.3467347,73196529.46,7417,3687.0,250.00434871,0.0792580882
Nyamyc,Nystatin,1,13954289.86,386010.0,184774.0,0.7092458712,13631596.42,387041.0,178299.0,0.7337819124,13528454.98,357108.0,168386.0,0.8124727494,13081342.4,338100.0,173347.0,0.8230255789,14620331.0,410589,223063.0,0.714980466,0.0020152704
Nylia,Norethindrone-Ethin. Estradiol,1,,,,,,,,,,,,,12929.36,715.0,246.0,0.3101764793,38342.01,2199,547.0,0.3622664136,0.167936442
Nymalize,Nimodipine,1,,,11.0,,,,,,66713.17,24.0,14.0,8.766938082,65270.04,21.0,11.0,8.7807125688,65922.74,13,,9.6155278651,0.0472794837
Nymyo,Norgestimate-Ethinyl Estradiol,1,,,,,,,,,1465.48,100.0,40.0,0.3250842946,4784.27,264.0,84.0,0.4580878974,431.9,29,20.0,0.4674242424,0.1991061273
Nystatin*,Nystatin,30,54506111.12,2316791.0,1309969.0,0.405127989,57406391.04,2479087.0,1291924.0,0.4055428809,53981165.22,2454068.0,1320467.0,0.4105018022,62721596.3,2709515.0,1452935.0,0.4312515502,61544411.58,2922304,1571473.0,0.4036852191,-0.000891509
Nystatin-Triamcinolone,Nystatin/Triamcinolone Acet,17,14257895.37,242141.0,150342.0,1.4619030053,12022008.84,227397.0,134265.0,1.2655071791,11022314.75,226277.0,136360.0,1.1954837531,10137150.98,224060.0,135152.0,1.1179251847,9385979.97,238154,145372.0,0.9771174378,-0.095815514
Nystop,Nystatin,2,20935508.02,675882.0,341393.0,0.7264757212,21992937.68,718466.0,346691.0,0.699965038,20381044.48,626131.0,312659.0,0.7330098139,14410780.61,448901.0,249850.0,0.6903794099,10440711.27,357102,225445.0,0.6226171234,-0.037834038
Nyvepria,PEGfilgrastim-Apgf,1,,,,,,,,,255122.0,67.0,25.0,6346.318408,1211037.61,268.0,98.0,6654.0528022,4121440.6,925,282.0,6675.478782,0.025605358
Ocaliva,Obeticholic Acid,1,76412499.07,10617.0,1419.0,229.95419925,97483169.96,12269.0,1546.0,240.81622228,116167277.44,12950.0,1709.0,262.23188127,132584846.54,13509.0,1696.0,278.44738146,163801289.32,15169,1950.0,303.91757074,0.0722069454
Ocella,Ethinyl Estradiol/Drospirenone,1,82891.46,1376.0,383.0,1.2826730007,51793.77,818.0,218.0,1.2676530912,32925.07,511.0,142.0,1.1294274835,32124.67,487.0,146.0,1.1217106044,28211.55,480,126.0,1.0105147217,-0.057879025
Ocrevus,Ocrelizumab,1,65091202.31,2047.0,1279.0,1496.9689138,81042686.71,2524.0,1577.0,1527.666102,96636442.05,2858.0,1758.0,1680.9261098,123045547.82,3433.0,2079.0,1725.608477,157049386.07,4169,2492.0,1914.9841981,0.0635014912
Octagam,Immun Globg(IgG)/Malt/IgA Ov50,1,76012875.49,5918.0,1083.0,13.750229458,129705150.07,10047.0,1340.0,16.169333216,189468355.24,14984.0,1697.0,16.939092935,253874871.14,20044.0,2302.0,17.401185993,300823931.9,23566,2511.0,18.277168516,0.0737415093
Octreotide Acetate,Octreotide Acetate,9,6475258.14,13959.0,3240.0,12.826927738,6249027.05,13383.0,3004.0,14.129576704,6040773.34,12120.0,2869.0,14.100150354,6113757.01,12560.0,2797.0,13.850655147,6271033.94,13161,3041.0,11.966974699,-0.017199359
Ocuflox,Ofloxacin,1,10855.05,159.0,135.0,12.770647059,6885.19,102.0,86.0,12.383435252,7765.32,129.0,105.0,11.590029851,9166.32,155.0,126.0,10.847715976,5664.44,62,58.0,16.184114286,0.0610088551
Odactra,"Mite,D.Farinae-D.Pteronyssinus",1,,,,,264810.78,615.0,185.0,10.466829249,535105.09,1188.0,298.0,11.26679349,824774.26,1688.0,386.0,11.76366756,1046997.81,2137,493.0,11.839045298,0.0419187359
Odefsey,Emtricitab/Rilpiviri/Tenof Ala,1,336705342.39,111716.0,12326.0,94.455688415,358188116.95,110160.0,11641.0,99.922229068,361085876.81,106671.0,11342.0,106.05213258,371681940.0,102932.0,10906.0,112.67865983,383667795.21,98932,10542.0,120.43781745,0.0626339567
Odomzo,Sonidegib Phosphate,1,17389944.77,1542.0,308.0,385.90295298,23572552.57,1998.0,421.0,408.21807204,26758120.95,2162.0,466.0,432.93727065,24443717.74,1959.0,439.0,439.57986836,29330355.05,2200,495.0,464.6098841,0.0474965125
Ofev,Nintedanib Esylate,1,789546950.81,77655.0,11970.0,171.57865207,1157563827.8,105327.0,15902.0,183.85369735,1495198249.4,129070.0,19476.0,196.36404704,1762963783.0,143756.0,20686.0,207.45505736,1837061150.2,140681,20444.0,220.84174439,0.0651345674
Ofloxacin*,Ofloxacin,9,31595153.02,1328792.0,979114.0,3.6760581428,25758772.68,1146669.0,835622.0,3.5141351713,28100424.62,1275700.0,922458.0,3.4525108078,32235990.94,1337673.0,978902.0,3.6883767676,32327050.42,1359598,1021068.0,3.5902382118,-0.005888213
Ogivri,Trastuzumab-Dkst,1,,,,,1196998.84,228.0,45.0,1893.1678152,2347651.3,502.0,76.0,2083.7168613,1412823.86,293.0,58.0,2083.2513978,822228.88,168,31.0,2305.625203,0.0679064249
Ogsiveo,Nirogacestat Hydrobromide,1,,,,,,,,,,,,,,,,,428915.95,14,14.0,170.20474206,
Ojjaara,Momelotinib Dihydrochloride,1,,,,,,,,,,,,,,,,,27017097.61,934,486.0,936.44932847,
Olanzapine ODT,Olanzapine,10,26443140.51,197628.0,36054.0,4.0659870844,22798798.7,203360.0,37046.0,3.3308921062,22709057.74,203858.0,39418.0,3.2887571088,28599292.88,208381.0,41354.0,4.0129369143,25692133.72,221267,45395.0,3.3385774948,-0.048083474
Olanzapine*,Olanzapine,15,89193375.74,3349906.0,449197.0,0.7967808802,88166785.88,3447076.0,462889.0,0.7568362859,93668780.12,3459552.0,477476.0,0.7934907583,119687735.34,3515488.0,493382.0,0.9681005664,127379076.82,3582283,516737.0,1.0005122908,0.0585731666
Olanzapine-Fluoxetine HCl,Olanzapine/Fluoxetine HCl,2,4231235.75,10150.0,1907.0,9.8062623408,3599476.03,8729.0,1606.0,9.4450941745,3470278.67,7997.0,1483.0,9.720144225,3332953.0,7472.0,1413.0,9.8959341641,2884485.54,6701,1287.0,9.5343744577,-0.007004743
Olmesartan Medoxomil,Olmesartan Medoxomil,15,95107605.1,1697256.0,513127.0,0.8762094747,91446501.18,2233495.0,559722.0,0.5800714612,92328606.7,2316721.0,584417.0,0.5436843541,85972505.21,2671528.0,689082.0,0.4305524434,89208961.48,2982251,773533.0,0.3922244554,-0.182040726
Olmesartan-Amlodipine-HCTZ,Olmesartan/Amlodipin/HCThiazid,4,29265876.07,143034.0,32697.0,3.349618494,23030991.8,124988.0,31095.0,2.8346281594,21800965.81,121202.0,30635.0,2.5950803293,25072061.56,130297.0,33587.0,2.7171794352,29932737.67,142668,37961.0,2.9351467673,-0.032482968
Olmesartan-Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide,6,48188916.86,775852.0,226082.0,0.9765562525,44015057.34,776982.0,202849.0,0.8179020016,52673350.56,765915.0,201093.0,0.948721552,52044589.83,820807.0,217459.0,0.8588006325,48927504.66,879316,234430.0,0.7446473858,-0.06553433
Olopatadine HCl*,Olopatadine HCl,8,61600828.62,833383.0,395922.0,17.699905814,42665191.89,724085.0,365597.0,13.538262345,33928405.18,623548.0,305958.0,12.817292317,19083729.74,440200.0,174268.0,8.4542500967,13255276.9,350456,147406.0,5.6662703692,-0.247803022
Olumiant,Baricitinib,1,14774297.19,5925.0,1411.0,72.732109621,18695162.53,6922.0,1303.0,76.913867304,19305940.13,6591.0,1254.0,82.106536888,21134587.89,6735.0,1279.0,87.721154027,28345232.47,7882,1389.0,101.66244992,0.087323055
Olux-E,Clobetasol Propionate/Emoll,1,31766.45,30.0,22.0,9.0761285714,41010.92,42.0,16.0,9.2159370787,26877.64,29.0,12.0,9.4307508772,10298.71,11.0,,9.3624636364,17391.37,11,,9.6618722222,0.0157577921
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,10,127034950.21,925383.0,288775.0,0.7969767658,89355525.19,763041.0,235007.0,0.6440106789,87416533.38,815156.0,224971.0,0.5823626151,80971406.48,808237.0,217072.0,0.5529101748,78407827.24,838241,223941.0,0.5136088086,-0.104023331
Omeprazole,Omeprazole,16,400004278.89,27518421.0,6827452.0,0.2163561557,396302350.47,28620729.0,7055870.0,0.1980197912,437015844.44,28051907.0,7145410.0,0.217258812,400122548.07,27954043.0,7179076.0,0.1973133023,422372714.74,28144241,7298218.0,0.2039976664,-0.01459676
Omeprazole-Sodium Bicarbonate,Omeprazole/Sodium Bicarbonate,9,150532719.71,84907.0,22528.0,36.541717522,128564661.01,91247.0,21252.0,28.402224493,117835639.82,80594.0,17305.0,29.929607612,156939247.83,81566.0,15919.0,40.321654664,174703368.6,84533,16212.0,43.619479193,0.0452565073
Omnaris,Ciclesonide,1,1458763.36,3417.0,1086.0,21.981576481,1515154.15,3123.0,923.0,23.096862043,1283101.2,2626.0,830.0,23.494643168,1168070.0,2510.0,754.0,23.807796178,922638.74,1989,610.0,24.01923176,0.0224099542
Omnipod 5 G6 Intro Kit (Gen 5),"Insulin Pump Cart,Auto,Bt/Cntr",1,,,,,,,,,,,,,7643703.32,13090.0,12754.0,579.33176595,12614974.39,20763,19870.0,599.0585236,0.0340508821
Omnipod 5 G6 Pods (Gen 5),"Insulin Pump Cart,Automated,Bt",1,,,,,,,,,,,,,29105566.96,22488.0,11217.0,57.917492234,160474984.46,131614,30338.0,59.736969115,0.0314149804
Omnipod Classic Pods (Gen 3),"Insulin Pump Cart,Cont Inf,Rf",1,25479412.99,18575.0,5062.0,47.378173165,23174573.54,15547.0,4174.0,51.023513168,20189293.56,13407.0,3673.0,53.374822699,17015276.62,11142.0,3092.0,56.352425019,7906770.1,5401,1746.0,59.182410928,0.0571913123
Omnipod Dash Pods (Gen 4),"Insulin Pump Cart,Cont Inf,Bt",1,13785215.52,9683.0,4760.0,48.004511413,52996738.83,35211.0,11137.0,52.089444879,103908495.49,70039.0,19874.0,53.99409049,125031530.65,88265.0,21833.0,56.837164245,84478644.34,61466,15180.0,59.868207749,0.0567653158
Omnitrope,Somatropin,1,7127830.53,4170.0,545.0,512.96224294,8092964.35,4369.0,555.0,527.60765227,8849643.91,4667.0,606.0,520.80763593,9203998.43,4695.0,631.0,517.01642358,9834920.77,5068,702.0,507.31188858,-0.002765235
Ondansetron HCl,Ondansetron HCl/PF,11,289369.99,24212.0,10259.0,0.489406043,272771.04,22696.0,8725.0,0.3791122216,282121.07,22115.0,7890.0,0.3689032355,290774.92,23193.0,8093.0,0.36723092,294937.44,25381,9106.0,0.345259658,-0.083528156
Ondansetron HCl*,Ondansetron HCl,29,52008000.34,3228918.0,1691301.0,0.4624538185,62214358.07,3294565.0,1684918.0,0.5265290989,58108797.0,3453028.0,1794653.0,0.4700511201,69057529.7,3559891.0,1880106.0,0.5486455715,57500958.45,3910144,2094495.0,0.4256081145,-0.020542982
Ondansetron ODT,Ondansetron,8,41455437.37,2296618.0,1450810.0,0.6243324567,50616030.17,2399456.0,1439482.0,0.6961326884,54071338.1,2775120.0,1669113.0,0.6418696194,76398094.32,3406270.0,2072108.0,0.748415407,70045346.7,4161060,2510273.0,0.5703818918,-0.022340884
Onexton,Clindamycin Phos/Benzoyl Perox,1,275884.95,469.0,279.0,11.169431174,274972.49,439.0,244.0,11.877861339,348411.83,525.0,303.0,12.763039361,405573.17,557.0,301.0,13.724980372,414936.91,514,260.0,14.915057872,0.0749752657
Onfi,Clobazam,1,48062526.92,28243.0,4610.0,24.835381779,32346832.99,15027.0,1988.0,27.967964355,30009529.97,11755.0,1424.0,31.006153426,29811571.52,10495.0,1258.0,33.633713607,31539755.04,10091,1181.0,36.432504315,0.1005367416
Ongentys,Opicapone,1,,,,,545252.81,693.0,464.0,19.757684169,6710086.93,8597.0,2256.0,20.212996886,11855741.12,13687.0,2987.0,21.606304156,15941379.67,16716,3270.0,23.219182583,0.05528629
Onglyza,Saxagliptin HCl,1,194969057.63,277381.0,55440.0,14.11416013,136654032.38,179883.0,39194.0,14.482530616,119840127.17,142228.0,29362.0,15.400314372,90516679.51,102914.0,22319.0,15.916308843,57781047.15,63904,15683.0,16.473585283,0.0394013392
Onivyde,Irinotecan Liposomal,1,578937.36,50.0,14.0,212.06496703,293343.72,36.0,,244.4531,442131.69,37.0,11.0,260.07746471,757636.27,64.0,19.0,272.53103237,1358976.87,98,24.0,285.49934244,0.0771694947
Onpattro,"Patisiran Sodium,Lipid Complex",1,2112489.82,104.0,16.0,1915.2219583,5565175.3,232.0,28.0,1925.6661938,11429867.27,416.0,47.0,1920.9860958,16396638.76,589.0,56.0,1977.8816357,9169027.8,305,30.0,2024.067947,0.0139148732
Ontruzant,Trastuzumab-Dttb,1,,,,,,,,,,,,,963318.86,218.0,30.0,1807.6837129,1665003.97,379,73.0,2614.6254688,0.4463954342
Onureg,Azacitidine,1,,,,,4683188.01,212.0,122.0,1548.6961703,42562264.73,1964.0,478.0,1578.6649071,60141758.84,2648.0,561.0,1681.8813302,68778094.38,2847,589.0,1813.3550573,0.0539957859
Onzetra Xsail,Sumatriptan Succinate,1,,,327.0,,371408.49,365.0,203.0,55.252676287,613509.65,551.0,143.0,59.471660527,576059.72,535.0,113.0,61.335149063,509065.08,473,117.0,61.749767103,0.0377530099
Opdivo,Nivolumab,1,38090654.56,3449.0,570.0,277.11034549,37098262.55,3199.0,516.0,284.55015195,33651450.79,2816.0,495.0,293.40666445,43848491.9,3605.0,616.0,307.64269782,51314794.91,4007,695.0,322.39625392,0.0385665045
Opdualag,Nivolumab-Relatlimab-Rmbw,1,,,,,,,,,,,,,1990654.92,68.0,19.0,731.85842647,4305352.27,143,31.0,752.68396329,0.0284556904
Opium Tincture,Opium Tincture,2,5154632.87,11808.0,2865.0,3.7762100413,4932257.78,12202.0,2926.0,3.5684714936,4485605.28,11957.0,2865.0,3.4591420435,4484982.73,11302.0,2677.0,3.5664181772,4150849.04,10625,2582.0,3.6841855994,-0.006148862
Opsumit,Macitentan,1,541945046.13,53301.0,6794.0,333.08710627,768656729.39,71967.0,8142.0,352.09575848,863186477.77,77094.0,8815.0,371.39894119,816890223.86,69167.0,8254.0,392.24198766,1018837122.8,79581,9031.0,424.65648918,0.0626004264
Opzelura,Ruxolitinib Phosphate,1,,,,,,,,,946802.63,461.0,382.0,33.503277778,24255429.13,11447.0,6243.0,33.775537127,75729871.27,33784,14085.0,35.113999567,0.0237560957
Oracea,Doxycycline Monohydrate,1,4368143.2,3874.0,1092.0,23.240119815,3949239.29,3344.0,878.0,24.042611043,3585098.36,2995.0,825.0,25.669268321,3437037.1,2770.0,755.0,26.618112047,3911292.3,3150,905.0,28.310899352,0.0505792669
Oracit,Citric Acid/Sodium Citrate,1,11966.0,176.0,47.0,0.0618519399,14161.28,193.0,50.0,0.0679426186,17152.31,221.0,59.0,0.0768279912,17782.99,191.0,61.0,0.0864679082,27913.76,264,61.0,0.0986693625,0.1238471518
Oralair,Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,1,142030.53,267.0,55.0,14.841225705,103769.7,172.0,35.0,14.719106383,108516.17,143.0,38.0,15.262471167,111222.45,133.0,34.0,15.070792683,87816.28,109,26.0,15.245881944,0.0067478149
Oralone,Triamcinolone Acetonide,1,,,,,,,,,,,,,,,,,1640.4,36,17.0,7.4563636364,
Orbactiv,Oritavancin Diphosphate,1,631312.75,218.0,110.0,15.124523849,719115.65,240.0,151.0,1035.4437005,1008342.22,325.0,192.0,203.49994349,642765.76,205.0,109.0,62.843738756,230797.25,69,49.0,22.667182282,0.1064427732
Orencia,Abatacept,1,170965838.8,33983.0,4897.0,1109.7740738,172167789.03,31561.0,4438.0,1173.2676837,168467142.93,29820.0,4269.0,1238.8221065,170833810.16,29460.0,4109.0,1300.7125462,178400674.89,29171,4032.0,1386.43697,0.0572224797
Orencia,Abatacept/Maltose,1,27171576.02,7365.0,1113.0,1088.5175875,29667286.72,7701.0,1108.0,1141.8839429,34952684.52,8524.0,1224.0,1244.9310628,45960309.69,10588.0,1544.0,1330.4860378,53626256.85,11718,1749.0,1415.9121521,0.0679482654
Orencia Clickject,Abatacept,1,151717092.86,30482.0,5279.0,1118.6926181,210255236.35,39204.0,6293.0,1185.0639797,267817724.71,48377.0,7742.0,1250.351199,357517771.53,62484.0,9440.0,1314.8970449,451311111.35,74852,10895.0,1402.1708144,0.0580898242
Orenitram ER,Treprostinil Diolamine,1,116061649.39,15568.0,1069.0,65.228878323,150669979.64,17930.0,1084.0,75.004802049,163123934.74,18608.0,1166.0,79.296154463,162156824.53,17178.0,1104.0,85.508148199,182517617.07,16074,1011.0,100.47449297,0.1140481921
Orenitram Month 1 Titration Kt,Treprostinil Diolamine,1,,,,,,,,,,,,,,,,,87591.56,60,59.0,8.6896388889,
Orenitram Month 2 Titration Kt,Treprostinil Diolamine,1,,,,,,,,,,,,,,,,,137456.64,36,35.0,11.363809524,
Orenitram Month 3 Titration Kt,Treprostinil Diolamine,1,,,,,,,,,,,,,,,,,155360.84,25,25.0,24.660450794,
Orfadin,Nitisinone,1,114445.76,37.0,,107.09885443,111687.63,41.0,,99.277893333,334339.06,49.0,,176.28800429,416260.41,59.0,,176.50704246,317274.37,37,,203.21335303,0.1736587856
Orgovyx,Relugolix,1,,,,,,,,,51999804.16,21283.0,4781.0,79.412898475,165989469.68,63553.0,10466.0,84.467424384,276597251.91,100329,15958.0,89.52175679,0.0617414548
Oriahnn,Elagolix/Estradiol/Norethindrn,1,,,,,17042.5,18.0,11.0,16.907242063,236848.25,210.0,72.0,17.921326423,448505.97,375.0,86.0,19.558083464,404034.37,317,66.0,20.603486486,0.0681263989
Orilissa,Elagolix Sodium,1,1760825.93,1791.0,538.0,26.750081573,2971695.84,2795.0,663.0,29.254407073,3343652.06,2834.0,627.0,32.609146708,3696412.52,2869.0,620.0,35.42772075,3632354.37,2624,575.0,37.005110078,0.0845114647
Orkambi,Lumacaftor/IVacaftor,1,21154775.78,970.0,132.0,191.8556898,2778193.94,128.0,31.0,196.08935206,1483307.25,68.0,,202.19564477,1433408.65,59.0,,216.92019522,1094040.63,44,,222.00499797,0.0371630044
Orladeyo,Berotralstat Hydrochloride,1,,,,,,,,,26481757.02,691.0,104.0,1368.7077228,47943573.38,1236.0,162.0,1385.3321018,52329472.59,1293,158.0,1445.4058278,0.0276365486
Orlistat,Orlistat,1,,,,,,,,,,,,,40130.49,51.0,37.0,6.9889393939,334073.64,393,155.0,6.9311321812,-0.008271243
Orphenadrine Citrate,Orphenadrine Citrate,2,485029.05,3170.0,2153.0,4.4228740937,645342.74,3238.0,1623.0,4.501844102,550480.28,4481.0,2815.0,4.8186034777,746941.1,7530.0,4892.0,5.5521980389,532608.22,7774,5307.0,7.0214683237,0.1224857624
Orphenadrine Citrate ER,Orphenadrine Citrate,3,1929215.72,66653.0,31750.0,0.5770819918,1768803.99,50312.0,22478.0,0.6788565506,1686383.82,42836.0,19463.0,0.7426831053,1796498.9,43639.0,21061.0,0.7967717677,1936884.15,49274,25044.0,0.8237585953,0.0930514615
Orphenadrine-Aspirin-Caffeine,Orphenadrine/Aspirin/Caffeine,1,,,,,,,78.0,,,,777.0,,119161.11,67.0,309.0,14.464810634,282703.04,200,104.0,13.868189355,-0.041246394
Orphengesic Forte,Orphenadrine/Aspirin/Caffeine,1,,,,,57030.32,34.0,21.0,22.968312525,590891.07,266.0,136.0,27.397925998,568458.49,235.0,102.0,28.682501135,419237.8,175,70.0,30.541108764,0.0996434801
Orserdu,Elacestrant HCl,1,,,,,,,,,,,,,,,,,127626022.26,5746,1640.0,694.68475875,
Ortikos,Budesonide,1,,,,,67761.63,59.0,45.0,39.750148895,513529.54,404.0,198.0,41.180370173,490108.12,351.0,194.0,41.414025577,212804.15,157,108.0,41.667609948,0.015827448
Oscimin,Hyoscyamine Sulfate,1,2887.36,103.0,69.0,0.3468528525,1178.4,32.0,17.0,0.3486390533,528.73,35.0,26.0,0.273245478,892.22,33.0,17.0,0.3239724038,209.82,14,13.0,0.2462676056,-0.082057444
